@RELATION atributos_pacotes

@ATTRIBUTE tamtotal_med_pacote			NUMERIC
@ATTRIBUTE desv_padrao_tamtotal			NUMERIC
@ATTRIBUTE variancia_tamtotal			NUMERIC
@ATTRIBUTE tamtotal_pacote_maior		NUMERIC
@ATTRIBUTE tamtotal_pacote_menor		NUMERIC
@ATTRIBUTE com_med_cabecalhoIP			NUMERIC
@ATTRIBUTE codigo_protocolo				NUMERIC
@ATTRIBUTE srcporta						NUMERIC
@ATTRIBUTE dstporta						NUMERIC
@ATTRIBUTE class 						{p2p,ssl,web,ftp,dns}

@DATA
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50322,52434,p2p
69.05882,20.03893,401.55882,122.0,60.0,58.94118,6,50322,52519,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50322,50322,p2p
71.06667,20.87879,435.92381,122.0,60.0,59.60000,6,50322,53087,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50322,50322,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53159,45703,p2p
108.04348,113.56115,12896.13439,567.0,60.0,55.04348,6,53273,45703,p2p
163.30000,165.38040,27350.67778,580.0,60.0,56.40000,6,53541,29068,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51220,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51290,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51495,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51668,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51923,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52149,49931,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,52461,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52839,49931,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51254,22337,p2p
163.70000,164.58503,27088.23333,586.0,60.0,56.40000,6,51324,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51543,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51703,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51938,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52151,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52456,22337,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52840,22337,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
68.00000,16.49242,272.00000,122.0,60.0,60.46154,6,50321,52270,p2p
69.20000,18.79007,353.06667,122.0,60.0,60.00000,6,50321,50321,p2p
71.06667,20.87879,435.92381,122.0,60.0,59.60000,6,50321,53095,p2p
68.47619,18.03225,325.16190,122.0,60.0,59.14286,6,53149,8999,p2p
67.73913,17.36563,301.56522,122.0,60.0,58.69565,6,8999,53205,p2p
66.72727,18.48833,341.81818,122.0,60.0,56.18182,6,8999,53283,p2p
66.16667,17.73458,314.51515,122.0,60.0,56.00000,6,8999,8999,p2p
106.90000,75.80743,5746.76667,299.0,60.0,56.40000,6,53894,28152,p2p
67.66667,17.36943,301.69697,122.0,60.0,59.00000,6,53967,28152,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51273,30570,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51461,30570,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51633,30570,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51758,30570,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,51969,30570,p2p
67.66667,17.36943,301.69697,122.0,60.0,59.00000,6,52196,30570,p2p
75.11111,26.70414,713.11111,122.0,60.0,56.66667,6,52482,30570,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,52866,30570,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,52904,p2p
68.22222,20.25943,410.44444,122.0,60.0,58.00000,6,50321,52989,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,53388,p2p
554.91429,657.81194,432716.54327,1506.0,60.0,54.34286,6,14179,14179,p2p
67.66667,17.36943,301.69697,122.0,60.0,59.00000,6,52992,14179,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,53057,14179,p2p
68.75000,21.61844,467.35714,122.0,60.0,56.50000,6,52543,34246,p2p
615.54945,685.14894,469429.07253,1506.0,60.0,54.61538,6,34246,52875,p2p
67.63636,18.21688,331.85455,122.0,60.0,58.72727,6,53178,34246,p2p
101.09756,95.32177,9086.24024,568.0,60.0,54.48780,6,34246,53340,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51693,63767,p2p
144.66667,160.25605,25682.00000,558.0,60.0,56.66667,6,51895,63767,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52067,63767,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52221,63767,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,52385,63767,p2p
71.38462,22.63308,512.25641,122.0,60.0,57.69231,6,52518,63767,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,53089,63767,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
73.83333,22.65084,513.06061,122.0,60.0,61.00000,6,52262,50321,p2p
70.75000,20.91992,437.64286,122.0,60.0,60.00000,6,50321,50321,p2p
70.75000,20.91992,437.64286,122.0,60.0,60.00000,6,50321,50321,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51244,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51317,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51541,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51704,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51929,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52114,34123,p2p
117.83333,108.42996,11757.05714,548.0,60.0,55.00000,6,52439,34123,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,53081,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53134,34123,p2p
109.21818,101.18130,10237.65522,646.0,60.0,55.52727,6,53228,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53755,34123,p2p
72.30769,22.23880,494.56410,122.0,60.0,59.53846,6,53918,34123,p2p
148.52941,138.11911,19076.88971,534.0,60.0,55.41176,6,54097,34123,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51321,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51548,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51699,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51839,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52039,11837,p2p
193.95455,150.62109,22686.71212,573.0,60.0,56.72727,6,52253,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52580,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52940,11837,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51277,41861,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51456,41861,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51648,41861,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51764,41861,p2p
163.30000,170.20644,28970.23333,592.0,60.0,56.40000,6,51989,41861,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52211,41861,p2p
173.88889,168.03902,28237.11111,576.0,60.0,56.66667,6,52505,41861,p2p
108.60000,117.04166,13698.75000,599.0,60.0,54.96000,6,52891,41861,p2p
169.88889,158.39622,25089.36111,535.0,60.0,56.66667,6,51766,30343,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52102,30343,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,52277,30343,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,52386,30343,p2p
66.72727,18.48833,341.81818,122.0,60.0,56.18182,6,62348,51259,p2p
115.85185,113.09142,12789.66952,570.0,60.0,54.88889,6,62348,51304,p2p
145.08333,153.26831,23491.17424,575.0,60.0,56.00000,6,39905,39905,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51679,39905,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51828,39905,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52059,39905,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,52264,39905,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,52447,39905,p2p
158.61290,127.21469,16183.57849,541.0,60.0,55.93548,6,53053,39905,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53280,39905,p2p
104.86957,114.03122,13003.11858,554.0,60.0,55.04348,6,53348,39905,p2p
124.12500,136.63571,18669.31667,569.0,60.0,55.50000,6,39905,39905,p2p
125.84211,124.08029,15395.91813,540.0,60.0,55.26316,6,39905,54041,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51707,16553,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51902,16553,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52068,16553,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52188,16553,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,52364,16553,p2p
145.00000,152.84687,23362.16667,601.0,60.0,58.61538,6,52513,16553,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,53083,16553,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
73.83333,22.65084,513.06061,122.0,60.0,61.00000,6,52479,50321,p2p
70.75000,20.91992,437.64286,122.0,60.0,60.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
69.25000,21.40594,458.21429,122.0,60.0,58.50000,6,50321,50321,p2p
69.45455,17.64292,311.27273,122.0,60.0,61.63636,6,53250,50321,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53953,63448,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,54013,63448,p2p
151.63636,157.01673,24654.25455,560.0,60.0,56.18182,6,54125,63448,p2p
99.66667,70.96136,5035.51515,296.0,60.0,56.00000,6,53125,10091,p2p
106.90000,72.71932,5288.10000,283.0,60.0,56.40000,6,53188,10091,p2p
106.90000,74.57502,5561.43333,293.0,60.0,56.40000,6,53282,10091,p2p
106.90000,72.89330,5313.43333,284.0,60.0,56.40000,6,53372,10091,p2p
73.60000,25.62638,656.71111,122.0,60.0,56.40000,6,53540,10091,p2p
100.30000,104.47278,10914.56207,603.0,60.0,54.80000,6,51231,24209,p2p
122.36842,133.47834,17816.46784,602.0,60.0,55.26316,6,51362,24209,p2p
118.05556,134.30758,18038.52614,597.0,60.0,55.33333,6,24209,24209,p2p
145.33333,151.31204,22895.33333,570.0,60.0,56.00000,6,24209,24209,p2p
114.21951,98.42523,9687.52561,585.0,60.0,55.75610,6,51898,24209,p2p
154.45833,166.35216,27673.04167,690.0,60.0,55.50000,6,52233,24209,p2p
102.73529,116.14106,13488.74599,683.0,60.0,56.47059,6,52990,24209,p2p
70.00000,20.50041,420.26667,122.0,60.0,58.50000,6,53080,24209,p2p
218.29412,165.65618,27441.97059,410.0,60.0,55.41176,6,53137,24209,p2p
124.06250,134.72910,18151.92917,566.0,60.0,55.00000,6,24209,24209,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,53855,24209,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,53994,24209,p2p
72.00000,22.31591,498.00000,122.0,60.0,60.15385,6,53227,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
599.92000,686.89530,471825.16000,1506.0,60.0,54.96000,6,54523,51204,p2p
880.19411,701.17320,491643.85079,1506.0,60.0,54.01682,6,54523,51216,p2p
849.55307,700.47443,490664.42835,1506.0,60.0,54.13408,6,54523,51322,p2p
991.94503,684.13825,468045.14864,1506.0,60.0,54.01333,6,54523,51540,p2p
767.90184,701.82604,492559.79277,1506.0,60.0,54.14724,6,54523,51762,p2p
816.30102,708.78097,502370.45764,1506.0,60.0,56.81633,6,54523,52055,p2p
556.64706,669.71042,448512.05268,1506.0,60.0,55.41176,6,52261,52261,p2p
804.28105,711.97185,506903.91391,1506.0,60.0,54.15686,6,54523,52626,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,52121,64151,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52293,64151,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52400,64151,p2p
144.92308,145.09391,21052.24359,576.0,60.0,58.61538,6,52487,64151,p2p
162.40000,170.64336,29119.15556,601.0,60.0,56.40000,6,52629,64151,p2p
146.83333,148.85309,22157.24242,566.0,60.0,59.00000,6,53008,64151,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53382,64151,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
70.75000,20.91992,437.64286,122.0,60.0,60.00000,6,50321,50321,p2p
67.73333,15.28522,233.63810,122.0,60.0,61.20000,6,50321,52425,p2p
74.20000,25.34123,642.17778,122.0,60.0,57.60000,6,51329,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51564,39976,p2p
121.52632,127.46911,16248.37427,574.0,60.0,55.26316,6,51719,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52036,39976,p2p
117.95455,129.49149,16768.04545,590.0,60.0,56.18182,6,52242,39976,p2p
115.40000,119.65262,14316.75000,595.0,60.0,56.40000,6,52464,39976,p2p
153.09091,156.74339,24568.49091,574.0,60.0,56.18182,6,52628,39976,p2p
121.14286,130.43707,17013.82857,591.0,60.0,55.14286,6,52872,39976,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,53007,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53138,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53428,39976,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,53980,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51239,43551,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51320,43551,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51510,43551,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51669,43551,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51925,43551,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
70.75000,20.91992,437.64286,122.0,60.0,60.00000,6,50321,50321,p2p
66.46154,16.81574,282.76923,122.0,60.0,58.92308,6,50321,52320,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,52627,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,53002,p2p
71.06667,20.87879,435.92381,122.0,60.0,59.60000,6,50321,53147,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,53445,p2p
68.00000,16.49242,272.00000,122.0,60.0,60.46154,6,50321,53981,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,53014,22011,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,52091,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,52565,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,52991,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
127.86667,135.54275,18371.83810,558.0,60.0,55.60000,6,38537,51291,p2p
731.12429,718.59953,516385.29038,1506.0,60.0,54.02283,6,38537,51894,p2p
114.60606,108.07692,11680.62121,583.0,60.0,55.09091,6,38537,52115,p2p
108.13158,111.76040,12490.38762,677.0,60.0,56.52632,6,38537,38537,p2p
112.04545,100.98675,10198.32347,583.0,60.0,55.09091,6,38537,52954,p2p
109.08333,90.49980,8190.21328,559.0,60.0,55.80000,6,38537,38537,p2p
138.05556,184.25285,33949.11438,677.0,60.0,56.66667,6,38537,53895,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,41511,53020,p2p
69.20000,18.79007,353.06667,122.0,60.0,60.00000,6,50321,50321,p2p
69.55556,19.89416,395.77778,122.0,60.0,59.33333,6,50321,53157,p2p
68.00000,16.49242,272.00000,122.0,60.0,60.46154,6,50321,53268,p2p
72.33333,24.50850,600.66667,122.0,60.0,58.00000,6,50321,50321,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51200,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51212,33425,p2p
68.00000,19.18333,368.00000,122.0,60.0,57.60000,6,51286,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51492,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51667,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51920,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,52132,33425,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,52445,33425,p2p
72.20000,13.86362,192.20000,97.0,66.0,66.00000,6,50468,443,p2p
120.00000,129.65917,16811.50000,563.0,60.0,55.41176,6,51330,41247,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51581,41247,p2p
67.80000,19.19375,368.40000,122.0,60.0,58.00000,6,51745,41247,p2p
67.80000,19.19375,368.40000,122.0,60.0,58.00000,6,52037,41247,p2p
121.75000,145.88546,21282.56818,576.0,60.0,58.00000,6,52255,41247,p2p
172.00000,166.23553,27634.25000,565.0,60.0,56.66667,6,52438,41247,p2p
373.28696,562.36953,316259.48711,1506.0,60.0,56.95652,6,51629,6881,p2p
107.38000,88.95307,7912.64857,563.0,60.0,56.16000,6,52337,6881,p2p
117.02381,100.97560,10196.07259,565.0,60.0,55.42857,6,53068,6881,p2p
107.13208,94.38608,8908.73222,591.0,60.0,55.13208,6,6881,53449,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53335,41194,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53884,42761,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,53951,42761,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,54063,42761,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,51271,61188,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51457,61188,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51613,61188,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51763,61188,p2p
184.15385,201.93474,40777.64103,657.0,60.0,56.76923,6,51953,61188,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,52162,61188,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,52457,61188,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52841,61188,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,53343,57704,p2p
67.40000,19.34597,374.26667,122.0,60.0,56.40000,6,53413,57704,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,53513,57704,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51315,62811,p2p
111.78378,74.68383,5577.67417,318.0,60.0,54.64865,6,52024,62811,p2p
94.61111,57.69610,3328.83987,286.0,60.0,58.66667,6,52500,62811,p2p
475.34091,625.51667,391271.10084,1506.0,60.0,55.09091,6,62811,52897,p2p
104.37778,77.13544,5949.87677,339.0,60.0,55.33333,6,53339,62811,p2p
123.90476,88.03687,7750.49048,309.0,60.0,55.14286,6,53978,62811,p2p
67.77778,20.43146,417.44444,122.0,60.0,56.22222,6,51361,20678,p2p
67.60000,19.27116,371.37778,122.0,60.0,57.20000,6,51700,20678,p2p
211.33333,166.31685,27661.29412,415.0,60.0,55.11111,6,51928,20678,p2p
67.77778,20.43146,417.44444,122.0,60.0,56.22222,6,52306,20678,p2p
162.40000,172.83788,29872.93333,602.0,60.0,56.40000,6,51294,47440,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51500,47440,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51677,47440,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51834,47440,p2p
162.40000,170.55608,29089.37778,601.0,60.0,56.40000,6,52063,47440,p2p
72.30769,22.23880,494.56410,122.0,60.0,59.53846,6,52263,47440,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,52548,47440,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52923,47440,p2p
145.00000,144.10876,20767.33333,570.0,60.0,58.61538,6,53578,56407,p2p
112.25000,123.46782,15244.30263,574.0,60.0,55.80000,6,53735,56407,p2p
124.56250,142.33340,20258.79583,597.0,60.0,55.50000,6,53874,56407,p2p
129.46667,143.96670,20726.40952,588.0,60.0,58.00000,6,53991,56407,p2p
859.55016,699.83922,489774.92737,1506.0,60.0,66.82070,6,41641,47150,p2p
73.20000,21.87236,478.40000,134.0,60.0,65.20000,6,33344,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,34785,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,35267,63396,p2p
78.00000,24.97999,624.00000,134.0,66.0,68.28571,6,36002,63396,p2p
76.22222,22.01010,484.44444,134.0,66.0,68.66667,6,36872,63396,p2p
73.20000,21.87236,478.40000,134.0,60.0,65.20000,6,38467,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,38798,63396,p2p
75.81818,19.70694,388.36364,134.0,66.0,69.63636,6,39083,63396,p2p
77.00000,23.29929,542.85714,134.0,66.0,68.50000,6,39279,63396,p2p
83.20000,27.13260,736.17778,134.0,66.0,69.60000,6,40046,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,40670,63396,p2p
75.81818,19.70694,388.36364,134.0,66.0,69.63636,6,40802,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,41235,63396,p2p
75.81818,19.70694,388.36364,134.0,66.0,69.63636,6,41589,63396,p2p
78.00000,24.97999,624.00000,134.0,66.0,68.28571,6,42249,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,48830,63396,p2p
78.00000,24.97999,624.00000,134.0,66.0,68.28571,6,49132,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,50446,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,52673,63396,p2p
76.50000,23.51291,552.85714,134.0,66.0,68.00000,6,53197,63396,p2p
77.42857,25.13203,631.61905,134.0,66.0,67.71429,6,54776,63396,p2p
76.50000,23.51291,552.85714,134.0,66.0,68.00000,6,54901,63396,p2p
78.00000,24.97999,624.00000,134.0,66.0,68.28571,6,55218,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,55579,63396,p2p
75.09091,19.84669,393.89091,134.0,66.0,68.90909,6,56537,63396,p2p
82.00000,26.16868,684.80000,134.0,66.0,69.63636,6,57880,63396,p2p
77.50000,23.17018,536.85714,134.0,66.0,69.00000,6,58777,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51569,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51788,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51932,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52042,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52247,63396,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,52437,63396,p2p
533.52381,642.68990,413050.30430,1514.0,60.0,54.57143,6,443,56512,ssl
358.33333,499.11237,249113.15385,1514.0,60.0,66.14815,6,443,57205,ssl
94.11111,78.40989,6148.11111,303.0,66.0,67.77778,6,57276,443,ssl
309.62500,503.24251,253253.02717,1514.0,66.0,67.16667,6,57277,443,ssl
627.81159,691.71633,478471.47869,1514.0,60.0,54.34783,6,49181,443,ssl
322.84375,512.57812,262736.32964,1514.0,60.0,55.12500,6,49567,443,ssl
460.30435,605.70968,366884.22134,1514.0,60.0,55.56522,6,443,49230,ssl
494.09524,624.20276,389629.09048,1514.0,60.0,55.14286,6,443,49326,ssl
293.66667,445.40032,198381.44928,1514.0,60.0,55.50000,6,443,443,ssl
311.31818,457.31490,209136.91966,1514.0,66.0,66.63636,6,443,443,ssl
252.51429,419.11527,175657.61008,1514.0,66.0,66.80000,6,47170,443,ssl
262.20513,418.78780,175383.21997,1514.0,66.0,66.41026,6,47171,443,ssl
247.22222,414.32652,171666.46349,1514.0,66.0,66.77778,6,47172,443,ssl
254.08571,421.09992,177325.13950,1514.0,66.0,66.80000,6,47173,443,ssl
285.06250,483.82386,234085.52917,1514.0,60.0,55.50000,6,443,443,ssl
271.82353,471.62992,222434.77941,1514.0,60.0,55.41176,6,55567,443,ssl
285.06250,485.98676,236183.12917,1514.0,60.0,55.50000,6,443,443,ssl
673.67742,708.15675,501485.98177,1514.0,60.0,54.25806,6,49540,443,ssl
540.41860,659.46112,434888.96346,1514.0,60.0,54.55814,6,49541,443,ssl
338.71429,507.33669,257390.51429,1514.0,60.0,55.71429,6,443,49340,ssl
618.81579,692.64049,479750.84561,1514.0,60.0,54.31579,6,49535,443,ssl
352.65000,516.37627,266644.45000,1514.0,60.0,55.80000,6,443,51284,ssl
296.11765,422.44525,178459.98529,1514.0,60.0,55.41176,6,49216,443,ssl
836.98343,696.80340,485534.97810,1514.0,66.0,66.08934,6,443,53466,ssl
444.70588,616.51669,380092.82913,1514.0,66.0,66.47059,6,53467,443,ssl
488.25287,643.71844,414373.42368,1514.0,66.0,68.52874,6,53469,443,ssl
494.88462,647.95112,419840.64885,1514.0,66.0,67.89744,6,443,53470,ssl
