@RELATION atributos_pacotes

@ATTRIBUTE tamtotal_med_pacote			NUMERIC
@ATTRIBUTE desv_padrao_tamtotal			NUMERIC
@ATTRIBUTE variancia_tamtotal			NUMERIC
@ATTRIBUTE tamtotal_pacote_maior		NUMERIC
@ATTRIBUTE tamtotal_pacote_menor		NUMERIC
@ATTRIBUTE com_med_cabecalhoIP			NUMERIC
@ATTRIBUTE codigo_protocolo				NUMERIC
@ATTRIBUTE srcporta						NUMERIC
@ATTRIBUTE dstporta						NUMERIC
@ATTRIBUTE class 						{p2p,ssl,web,ftp,dns}

@DATA
394.56818,559.32249,312841.64641,1506.0,60.0,55.45455,6,50142,20019,p2p
67.55556,20.43961,417.77778,122.0,60.0,56.66667,6,50272,40913,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50382,40913,p2p
154.90000,158.38592,25086.10000,577.0,60.0,55.60000,6,50486,40913,p2p
889.15528,704.59170,496449.45699,1506.0,60.0,54.91925,6,40913,50605,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50783,40913,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50921,40913,p2p
69.71429,23.07751,532.57143,122.0,60.0,57.42857,6,50446,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
65.50000,17.80960,317.18182,122.0,60.0,55.33333,6,50620,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
67.33333,20.51828,421.00000,122.0,60.0,55.77778,6,50363,60180,p2p
68.22222,20.25943,410.44444,122.0,60.0,58.00000,6,50531,60180,p2p
67.33333,20.51828,421.00000,122.0,60.0,55.77778,6,50702,60180,p2p
73.40000,25.68268,659.60000,122.0,60.0,56.80000,6,50961,60180,p2p
346.10937,546.58273,298752.68086,1506.0,66.0,68.06250,6,46524,37959,p2p
64.40000,15.94992,254.40000,122.0,60.0,55.06667,6,49688,23447,p2p
66.80000,19.41820,377.06667,122.0,60.0,56.40000,6,49741,23447,p2p
66.36364,18.47849,341.45455,122.0,60.0,56.90909,6,49839,23447,p2p
76.83333,27.28247,744.33333,122.0,60.0,58.33333,6,49862,23447,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,49994,23447,p2p
67.33333,20.51828,421.00000,122.0,60.0,55.77778,6,50021,23447,p2p
110.00000,95.34237,9090.16667,337.0,60.0,56.15385,6,49682,22822,p2p
71.33333,23.73081,563.15152,122.0,60.0,57.00000,6,49731,22822,p2p
67.00000,19.35057,374.44444,122.0,60.0,57.20000,6,49838,22822,p2p
80.00000,29.02872,842.66667,122.0,60.0,58.40000,6,49861,22822,p2p
163.03846,291.42031,84925.79846,1506.0,60.0,56.15385,6,49970,22822,p2p
67.52941,20.51255,420.76471,122.0,60.0,54.94118,6,50048,22822,p2p
121.00000,110.42296,12193.23077,337.0,60.0,55.71429,6,50055,22822,p2p
75.88235,26.43360,698.73529,122.0,60.0,57.76471,6,50078,22822,p2p
67.33333,20.51828,421.00000,122.0,60.0,55.77778,6,50095,22822,p2p
66.60000,19.48333,379.60000,122.0,60.0,55.60000,6,50136,22822,p2p
115.31250,107.77985,11616.49583,337.0,60.0,56.25000,6,50175,22822,p2p
442.87755,614.57047,377696.85969,1506.0,60.0,55.55102,6,50841,22822,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50435,54752,p2p
64.71429,16.50375,272.37363,122.0,60.0,55.14286,6,50600,54752,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50733,54752,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,51007,54752,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50516,21806,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50581,21806,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50750,21806,p2p
135.21429,139.62101,19494.02747,565.0,60.0,55.14286,6,50833,21806,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50968,21806,p2p
82.45161,49.80618,2480.65591,274.0,60.0,56.58065,6,49464,16942,p2p
80.76471,40.23296,1618.69118,207.0,60.0,57.29412,6,49757,11483,p2p
74.33333,39.98512,1598.80952,207.0,60.0,55.60000,6,50017,11483,p2p
79.54545,46.11152,2126.27273,207.0,60.0,56.18182,6,50049,11483,p2p
75.50000,41.23619,1700.42308,207.0,60.0,56.28571,6,50065,11483,p2p
93.86667,31.16286,971.12381,122.0,60.0,56.40000,6,50086,11483,p2p
79.54545,46.11152,2126.27273,207.0,60.0,56.18182,6,50126,11483,p2p
74.33333,39.98512,1598.80952,207.0,60.0,55.60000,6,50139,11483,p2p
79.57895,47.05708,2214.36842,207.0,60.0,56.10526,6,50183,11483,p2p
68.22222,20.25943,410.44444,122.0,60.0,58.00000,6,50321,50217,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
67.55556,20.43961,417.77778,122.0,60.0,56.66667,6,50417,34642,p2p
67.55556,20.43961,417.77778,122.0,60.0,56.66667,6,50448,11624,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
139.07143,136.73695,18696.99451,561.0,60.0,55.71429,6,50498,34642,p2p
151.10000,156.51017,24495.43333,569.0,60.0,55.60000,6,50500,11624,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
67.55556,20.43961,417.77778,122.0,60.0,56.66667,6,50598,11624,p2p
587.80435,682.63003,465983.76087,1506.0,60.0,56.17391,6,34642,50619,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50738,11624,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50756,34642,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50322,50322,p2p
68.25000,21.73707,472.50000,122.0,60.0,56.00000,6,50898,11624,p2p
744.85366,686.28950,470993.27907,1506.0,60.0,63.14634,6,34642,50902,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50321,50321,p2p
71.00000,25.00400,625.20000,122.0,60.0,56.66667,6,50322,50322,p2p
261.25000,268.95539,72337.00000,789.0,60.0,57.75000,6,50400,32479,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50523,32479,p2p
68.00000,18.67168,348.63158,122.0,60.0,57.60000,6,51512,32479,p2p
562.68519,629.89756,396770.93676,1514.0,60.0,54.44444,6,53938,32479,p2p
752.29897,692.12639,479038.94094,1494.0,60.0,54.24742,6,39976,50092,p2p
178.72727,212.18487,45022.41818,711.0,60.0,56.18182,6,50117,39976,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,49984,53801,p2p
187.22222,181.06613,32784.94444,543.0,60.0,56.66667,6,50006,53801,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50022,53801,p2p
67.27273,18.35805,337.01818,122.0,60.0,57.27273,6,50466,53801,p2p
68.36364,18.04036,325.45455,122.0,60.0,59.45455,6,50803,53801,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50988,53801,p2p
68.22222,20.33333,413.44444,122.0,60.0,56.66667,6,51452,53801,p2p
64.93333,15.92602,253.63810,122.0,60.0,55.60000,6,49969,54534,p2p
64.93333,15.92602,253.63810,122.0,60.0,55.60000,6,50009,54534,p2p
192.52632,185.29507,34334.26316,694.0,60.0,55.26316,6,51805,54534,p2p
60.00000,0.00000,0.00000,60.0,60.0,54.00000,6,80,50248,p2p
122.13333,140.81407,19828.60230,748.0,60.0,55.60000,6,50348,25553,p2p
134.96000,156.01695,24341.29000,728.0,60.0,54.96000,6,50105,47315,p2p
703.69231,696.70035,485391.37442,1506.0,60.0,54.13187,6,52546,50005,p2p
113.13333,119.78856,14349.30000,689.0,60.0,55.06667,6,50462,52546,p2p
826.16972,708.65613,502193.50562,1506.0,60.0,55.10092,6,51400,50964,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50679,55371,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50759,55371,p2p
174.26923,146.71702,21525.88462,693.0,60.0,54.92308,6,49991,27030,p2p
73.45455,24.16760,584.07273,122.0,60.0,58.36364,6,49988,42567,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50011,42567,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50027,42567,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50303,42567,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50385,42567,p2p
69.46667,21.46714,460.83810,122.0,60.0,56.40000,6,50424,42567,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50705,42567,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50792,42567,p2p
68.88889,20.12737,405.11111,122.0,60.0,58.00000,6,50924,42567,p2p
69.46667,21.46714,460.83810,122.0,60.0,56.40000,6,51320,42567,p2p
516.48052,639.87457,409439.46343,1506.0,60.0,54.62338,6,46048,50002,p2p
114.21739,121.26753,14705.81423,500.0,60.0,56.08696,6,51152,46048,p2p
572.25333,635.14951,403414.89441,1506.0,60.0,55.12000,6,46048,51778,p2p
643.72881,686.23219,470914.61485,1506.0,60.0,54.40678,6,46933,50320,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50121,39113,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50144,39113,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50280,39113,p2p
66.72727,18.48833,341.81818,122.0,60.0,56.18182,6,50309,39113,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50341,39113,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50376,39113,p2p
67.80000,19.19375,368.40000,122.0,60.0,58.00000,6,50442,39113,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50619,39113,p2p
135.21429,95.47870,9116.18132,404.0,60.0,55.71429,6,50021,53959,p2p
137.04348,166.53077,27732.49802,731.0,60.0,55.04348,6,50134,55523,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50281,55523,p2p
513.56471,608.97686,370852.82017,1414.0,60.0,55.41176,6,50299,55523,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50391,55523,p2p
112.75758,132.54458,17568.06439,713.0,60.0,55.09091,6,50414,55523,p2p
160.70588,195.02973,38036.59559,739.0,60.0,55.41176,6,50469,55523,p2p
124.14286,154.61319,23905.23810,742.0,60.0,54.85714,6,50183,15550,p2p
73.45455,24.16760,584.07273,122.0,60.0,58.36364,6,50490,15550,p2p
130.81818,162.70647,26473.39394,729.0,60.0,55.09091,6,50904,15550,p2p
592.83710,680.35212,462879.00062,1506.0,60.0,55.95475,6,59696,50032,p2p
727.00251,701.95582,492741.97732,1506.0,60.0,55.29648,6,59696,50284,p2p
124.78571,149.12017,22236.82597,822.0,60.0,55.92857,6,50444,50444,p2p
122.88679,150.73368,22720.64078,822.0,60.0,55.13208,6,59696,50553,p2p
810.24946,712.28466,507349.44259,1506.0,60.0,54.39913,6,59696,50710,p2p
438.07447,605.47994,366605.96214,1506.0,60.0,55.40426,6,59696,51292,p2p
128.19048,157.18141,24705.99539,822.0,60.0,56.28571,6,59696,51806,p2p
151.68966,156.76623,24575.65025,735.0,60.0,55.24138,6,59696,51912,p2p
858.98499,677.98681,459666.11995,1974.0,60.0,54.30868,6,59669,49379,p2p
854.90858,682.82198,466245.85265,1468.0,60.0,54.81848,6,59669,49538,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,49818,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,49856,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,49887,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,49950,59669,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,50034,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50099,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50176,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50230,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50314,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50358,59669,p2p
68.00000,18.67168,348.63158,122.0,60.0,57.60000,6,50432,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50519,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,50617,59669,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,50685,59669,p2p
67.80000,19.19375,368.40000,122.0,60.0,58.00000,6,50740,59669,p2p
70.66667,21.03965,442.66667,122.0,60.0,58.80000,6,50809,59669,p2p
64.93333,15.92602,253.63810,122.0,60.0,55.60000,6,50871,59669,p2p
67.80000,19.19375,368.40000,122.0,60.0,58.00000,6,50923,59669,p2p
69.25000,21.48588,461.64286,122.0,60.0,57.00000,6,51011,59669,p2p
